Player,Primary_Pos,Club,League,Age,Market_Value_EUR,Predicted_Value,Gap,Value_Ratio
Jessy Deminguet,MF,Metz,fr Ligue 1,27.0,2000000,3279902.2,1279902.25,1.639951125
Jones El-Abdellaoui,MF,Celta Vigo,es La Liga,19.0,8000000,9242789.0,1242789.0,1.155348625
Iker Losada,MF,Levante,es La Liga,23.0,1800000,3041678.2,1241678.25,1.68982125
Reinildo Mandava,DF,Sunderland,eng Premier League,31.0,4000000,5239835.0,1239835.0,1.30995875
Lorenzo MontipÃ²,GK,Hellas Verona,it Serie A,29.0,1200000,2438562.5,1238562.5,2.0321354166666667
Conrad Harder,FW,RB Leipzig,de Bundesliga,20.0,17000000,18236280.0,1236280.0,1.0727223529411765
Jonas Hofmann,MF,Leverkusen,de Bundesliga,33.0,1500000,2724596.0,1224596.0,1.8163973333333334
Ruben Kluivert,DF,Lyon,fr Ligue 1,24.0,8000000,9223083.0,1223083.0,1.152885375
Lucas HÃ¸gsberg,DF,Strasbourg,fr Ligue 1,19.0,18000000,19219660.0,1219660.0,1.067758888888889
Livan Burcu,MF,Union Berlin,de Bundesliga,20.0,4000000,5217366.5,1217366.5,1.304341625
Angel Gomes,MF,Wolves,eng Premier League,24.0,10000000,11216246.0,1216246.0,1.1216246
Mathias Pereira Lage,MF,St Pauli,de Bundesliga,28.0,2500000,3716177.0,1216177.0,1.4864708
Daouda Guindo,DF,Brest,fr Ligue 1,22.0,4500000,5699429.0,1199429.0,1.2665397777777778
Ferran JutglÃ ,FW,Celta Vigo,es La Liga,26.0,10000000,11194297.0,1194297.0,1.1194297
Calvin Verdonk,DF,Lille,fr Ligue 1,28.0,2500000,3679518.8,1179518.75,1.4718075
Carles AleÃ±Ã¡,MF,AlavÃ©s,es La Liga,27.0,3000000,4178652.5,1178652.5,1.3928841666666667
Alimami Gory,MF,Paris FC,fr Ligue 1,28.0,1500000,2671647.8,1171647.75,1.7810985
Nabil Bentaleb,MF,Lille,fr Ligue 1,30.0,4500000,5670651.0,1170651.0,1.2601446666666667
Maduka Okoye,GK,Udinese,it Serie A,25.0,10000000,11164594.0,1164594.0,1.1164594
Keke Topp,FW,Werder Bremen,de Bundesliga,21.0,3000000,4160063.8,1160063.75,1.3866879166666666
Joe Willock,MF,Newcastle United,eng Premier League,25.0,14000000,15152095.0,1152095.0,1.0822925
Jeremy Toljan,DF,Levante,es La Liga,30.0,2000000,3144822.8,1144822.75,1.572411375
Malang Sarr,DF,Lens,fr Ligue 1,26.0,20000000,21136224.0,1136224.0,1.0568112
David LÃ³pez,DF,Mallorca,es La Liga,22.0,1200000,2333701.8,1133701.75,1.9447514583333334
M'Bala Nzola,FW,Sassuolo,it Serie A,28.0,4000000,5126119.0,1126119.0,1.28152975
RÃ©my Descamps,GK,Lyon,fr Ligue 1,29.0,1500000,2623178.5,1123178.5,1.7487856666666666
Thomas Kristensen,DF,Udinese,it Serie A,23.0,12000000,13118524.0,1118524.0,1.0932103333333334
Luis Rioja,MF,Valencia,es La Liga,31.0,1800000,2915547.8,1115547.75,1.61974875
Ethan MbappÃ©,MF,Lille,fr Ligue 1,18.0,8000000,9114205.0,1114205.0,1.139275625
Leandro Cabrera,DF,Espanyol,es La Liga,34.0,900000,2012058.6,1112058.625,2.2356206944444446
Simone Canestrelli,DF,Pisa,it Serie A,24.0,4500000,5597390.5,1097390.5,1.2438645555555556
Pere Milla,MF,Espanyol,es La Liga,32.0,1000000,2088521.9,1088521.875,2.088521875
Michael Gregoritsch,FW,Augsburg,de Bundesliga,31.0,1500000,2579598.0,1079598.0,1.719732
Antony,MF,Real Betis,es La Liga,25.0,40000000,41074384.0,1074384.0,1.0268596
Kojo Peprah Oppong,DF,Nice,fr Ligue 1,21.0,10000000,11073147.0,1073147.0,1.1073147
Gauthier Hein,MF,Metz,fr Ligue 1,28.0,5000000,6062430.0,1062430.0,1.212486
TomÃ¡Å¡ Suslov,FW,Hellas Verona,it Serie A,23.0,4000000,5059686.5,1059686.5,1.264921625
Dominik Kohr,DF,Mainz 05,de Bundesliga,31.0,2000000,3057321.8,1057321.75,1.528660875
MatÃ­as Vecino,MF,Lazio,it Serie A,33.0,1000000,2056224.8,1056224.75,2.05622475
Corrie Ndaba,DF,Lecce,it Serie A,25.0,900000,1954838.9,1054838.875,2.1720431944444445
RaphaÃ«l Guerreiro,MF,Bayern Munich,de Bundesliga,31.0,5000000,6053544.5,1053544.5,1.2107089
Filip StojilkoviÄ‡,FW,Pisa,it Serie A,25.0,2500000,3541803.0,1041803.0,1.4167212
David Soria,GK,Getafe,es La Liga,32.0,2800000,3841219.2,1041219.25,1.3718640178571428
Yerry Mina,DF,Cagliari,it Serie A,30.0,2500000,3532641.0,1032641.0,1.4130564
Tim Skarke,MF,Union Berlin,de Bundesliga,28.0,1500000,2524228.8,1024228.75,1.6828191666666668
Ilia Gruev,MF,Leeds United,eng Premier League,25.0,12000000,13020929.0,1020929.0,1.0850774166666666
Unai NÃºÃ±ez,DF,Valencia,es La Liga,28.0,3500000,4517571.5,1017571.5,1.2907347142857142
Lassana Coulibaly,MF,Lecce,it Serie A,29.0,2200000,3216058.5,1016058.5,1.4618447727272728
Sinaly Diomande,DF,Auxerre,fr Ligue 1,24.0,6000000,6994310.5,994310.5,1.1657184166666668
Felix Mambimbi,FW,Le Havre,fr Ligue 1,24.0,500000,1493034.6,993034.625,2.98606925
Mathias Rasmussen,MF,St Pauli,de Bundesliga,27.0,2000000,2992166.5,992166.5,1.49608325
Daniel Heuer Fernandes,GK,Hamburger SV,de Bundesliga,32.0,1200000,2191898.0,991898.0,1.8265816666666668
Alexander NÃ¼bel,GK,Stuttgart,de Bundesliga,28.0,12000000,12990492.0,990492.0,1.082541
Mohamed Kaba,MF,Lecce,it Serie A,23.0,2500000,3483180.0,983180.0,1.393272
Tim Siersleben,DF,Heidenheim,de Bundesliga,25.0,1800000,2764943.0,964943.0,1.5360794444444446
Unai LÃ³pez,MF,Rayo Vallecano,es La Liga,29.0,2500000,3460348.0,960348.0,1.3841392
Ugo Raghouber,MF,Levante,es La Liga,22.0,3000000,3955185.8,955185.75,1.31839525
Matteo Prati,MF,Torino,it Serie A,21.0,5500000,6447874.0,947874.0,1.1723407272727273
Manor Solomon,FW,Fiorentina,it Serie A,26.0,8000000,8941927.0,941927.0,1.117740875
Luca Kerber,MF,Heidenheim,de Bundesliga,23.0,2000000,2932493.8,932493.75,1.466246875
Jair Cunha,DF,Nottingham Forest,eng Premier League,20.0,15000000,15931470.0,931470.0,1.062098
Michel Mboula,DF,Metz,fr Ligue 1,22.0,900000,1831257.8,931257.75,2.034730833333333
FodÃ© Ballo-TourÃ©,DF,Metz,fr Ligue 1,28.0,900000,1830698.9,930698.875,2.0341098611111113
BenoÃ®t Badiashile,DF,Chelsea,eng Premier League,24.0,15000000,15928340.0,928340.0,1.0618893333333332
Mouctar Diakhaby,DF,Valencia,es La Liga,28.0,1500000,2423682.2,923682.25,1.6157881666666667
Jordan Teze,MF,Monaco,fr Ligue 1,25.0,15000000,15917680.0,917680.0,1.0611786666666667
Thiago FernÃ¡ndez,MF,Oviedo,es La Liga,21.0,4500000,5407913.5,907913.5,1.2017585555555557
Mohamed Kaba,MF,Nantes,fr Ligue 1,23.0,2500000,3407454.0,907454.0,1.3629816
Jonathan Ikone,MF,Paris FC,fr Ligue 1,27.0,4000000,4906982.0,906982.0,1.2267455
Alessio Zerbin,MF,Cremonese,it Serie A,26.0,2000000,2906439.2,906439.25,1.453219625
Luca Mazzitelli,MF,Cagliari,it Serie A,29.0,1200000,2101532.8,901532.75,1.7512772916666666
David Costas,DF,Oviedo,es La Liga,30.0,1200000,2095574.6,895574.625,1.7463121875
Jean-Philippe Gbamin,DF,Metz,fr Ligue 1,29.0,2000000,2893832.8,893832.75,1.446916375
Ricardo RodrÃ­guez,DF,Real Betis,es La Liga,32.0,1400000,2292968.0,892968.0,1.6378342857142858
Sam Johnstone,GK,Wolves,eng Premier League,32.0,2000000,2890082.0,890082.0,1.445041
Roman Yaremchuk,FW,Lyon,fr Ligue 1,29.0,3500000,4389103.5,889103.5,1.2540295714285714
Pavel Å ulc,FW,Lyon,fr Ligue 1,24.0,20000000,20884640.0,884640.0,1.044232
Aleix GarcÃ­a,MF,Leverkusen,de Bundesliga,28.0,20000000,20882372.0,882372.0,1.0441186
Amorim,MF,Genoa,it Serie A,20.0,8000000,8879663.0,879663.0,1.109957875
VÃ­ctor GarcÃ­a,MF,Levante,es La Liga,27.0,1500000,2379226.2,879226.25,1.5861508333333334
JuliÃ¡n Malatini,DF,Werder Bremen,de Bundesliga,24.0,2000000,2878397.2,878397.25,1.439198625
RaÃºl JimÃ©nez,FW,Fulham,eng Premier League,34.0,3000000,3868534.0,868534.0,1.2895113333333332
Carney Chukwuemeka,MF,Dortmund,de Bundesliga,21.0,20000000,20867876.0,867876.0,1.0433938
Marvin SchwÃ¤be,GK,KÃ¶ln,de Bundesliga,30.0,3000000,3867608.2,867608.25,1.28920275
Daniel Oyegoke,MF,Hellas Verona,it Serie A,22.0,1000000,1864349.2,864349.25,1.86434925
Aimar Oroz,MF,Osasuna,es La Liga,23.0,7500000,8361591.0,861591.0,1.1148788
Sirlord Conteh,MF,Heidenheim,de Bundesliga,29.0,1200000,2056654.2,856654.25,1.7138785416666666
Alejandro Rego,MF,Athletic Club,es La Liga,22.0,5000000,5855898.0,855898.0,1.1711796
Leonardo Spinazzola,MF,Napoli,it Serie A,32.0,3500000,4350804.5,850804.5,1.243087
Martim Neto,MF,Elche,es La Liga,22.0,4000000,4849869.5,849869.5,1.212467375
Louis Mouton,MF,Angers,fr Ligue 1,23.0,4000000,4848292.5,848292.5,1.212073125
Luca Waldschmidt,FW,KÃ¶ln,de Bundesliga,29.0,2000000,2840790.8,840790.75,1.420395375
Mahmoud Dahoud,MF,Eintracht Frankfurt,de Bundesliga,29.0,2000000,2832758.8,832758.75,1.416379375
Stefan Schimmer,FW,Heidenheim,de Bundesliga,31.0,300000,1132245.6,832245.625,3.7741520833333335
Thierry Correia,DF,Valencia,es La Liga,26.0,2500000,3325484.0,825484.0,1.3301936
Zito Luvumbo,FW,Mallorca,es La Liga,23.0,3000000,3824883.0,824883.0,1.274961
Daniel Batz,GK,Mainz 05,de Bundesliga,34.0,350000,1168978.2,818978.25,3.339937857142857
Amin Sarr,FW,Hellas Verona,it Serie A,24.0,2400000,3218193.8,818193.75,1.3409140625
Clemens Riedel,DF,Espanyol,es La Liga,22.0,4000000,4816503.0,816503.0,1.20412575
Stefano Sabelli,MF,Genoa,it Serie A,32.0,1300000,2116393.8,816393.75,1.6279951923076923
Pontus Almqvist,MF,Parma,it Serie A,26.0,1800000,2615454.8,815454.75,1.4530304166666668
Diego PampÃ­n,DF,Levante,es La Liga,25.0,1000000,1811544.4,811544.375,1.811544375
Marcos Alonso,DF,Celta Vigo,es La Liga,34.0,1200000,2009548.4,809548.375,1.6746236458333332
Unai Elgezabal,DF,Levante,es La Liga,32.0,500000,1307478.1,807478.125,2.61495625
Leonardo Balerdi,DF,Marseille,fr Ligue 1,26.0,18000000,18804112.0,804112.0,1.044672888888889
Hugo Bueno,MF,Wolves,eng Premier League,22.0,12000000,12803249.0,803249.0,1.0669374166666667
Nayef Aguerd,DF,Marseille,fr Ligue 1,29.0,15000000,15802214.0,802214.0,1.0534809333333333
Arijon IbrahimoviÄ‡,MF,Heidenheim,de Bundesliga,19.0,10000000,10801711.0,801711.0,1.0801711
Gerard Gumbau,MF,Rayo Vallecano,es La Liga,30.0,1200000,1992763.6,792763.625,1.6606363541666667
Marius Louer,DF,Angers,fr Ligue 1,18.0,2000000,2789787.8,789787.75,1.394893875
Mathias Honsak,MF,Heidenheim,de Bundesliga,28.0,1700000,2489781.5,789781.5,1.4645773529411765
Taiwo Awoniyi,FW,Nottingham Forest,eng Premier League,27.0,8000000,8789001.0,789001.0,1.098625125
Mehdi LÃ©ris,MF,Pisa,it Serie A,27.0,1800000,2583744.0,783744.0,1.4354133333333334
Karol Mets,DF,St Pauli,de Bundesliga,32.0,600000,1383495.1,783495.125,2.3058252083333333
Oriol Rey,MF,Levante,es La Liga,27.0,1800000,2578351.0,778351.0,1.4324172222222222
Mario Sauer,MF,Toulouse,fr Ligue 1,21.0,1500000,2273638.2,773638.25,1.5157588333333334
Marc Bartra,DF,Real Betis,es La Liga,34.0,900000,1673220.2,773220.25,1.8591336111111112
Alberto Grassi,MF,Cremonese,it Serie A,30.0,1400000,2170081.5,770081.5,1.5500582142857142
Jay Idzes,DF,Sassuolo,it Serie A,25.0,14000000,14766752.0,766752.0,1.054768
Montassar Talbi,DF,Lorient,fr Ligue 1,27.0,8000000,8762254.0,762254.0,1.09528175
Edmond Tapsoba,DF,Leverkusen,de Bundesliga,26.0,35000000,35758060.0,758060.0,1.021658857142857
Pol Lozano,MF,Espanyol,es La Liga,25.0,6000000,6753043.0,753043.0,1.1255071666666667
Carlos Soler,MF,Real Sociedad,es La Liga,28.0,7000000,7752317.5,752317.5,1.1074739285714286
Antonio Sivera,GK,AlavÃ©s,es La Liga,28.0,6000000,6749617.5,749617.5,1.12493625
Marnon Busch,DF,Heidenheim,de Bundesliga,30.0,1000000,1747295.0,747295.0,1.747295
Donovan LÃ©on,GK,Auxerre,fr Ligue 1,32.0,800000,1547235.1,747235.125,1.93404390625
Yangel Herrera,MF,Real Sociedad,es La Liga,27.0,6000000,6746419.5,746419.5,1.12440325
Olivier Giroud,FW,Lille,fr Ligue 1,38.0,900000,1645054.9,745054.875,1.82783875
Jackson Tchatchoua,MF,Wolves,eng Premier League,23.0,12000000,12739719.0,739719.0,1.06164325
Javi GalÃ¡n,DF,Osasuna,es La Liga,30.0,1800000,2535998.8,735998.75,1.4088881944444445
Nikolas Veratschnig,MF,Mainz 05,de Bundesliga,22.0,2500000,3232253.2,732253.25,1.2929013
Ã“scar ValentÃ­n,MF,Rayo Vallecano,es La Liga,30.0,2000000,2727962.8,727962.75,1.363981375
Youssef Maleh,MF,Lecce,it Serie A,26.0,1500000,2227885.2,727885.25,1.4852568333333334
Konan N'dri,MF,Lecce,it Serie A,24.0,1500000,2227241.5,727241.5,1.4848276666666667
Danny Welbeck,FW,Brighton,eng Premier League,34.0,3000000,3724365.5,724365.5,1.2414551666666667
Karl Darlow,GK,Leeds United,eng Premier League,34.0,200000,917996.5,717996.5,4.5899825
Yvon Mvogo,GK,Lorient,fr Ligue 1,31.0,2500000,3217080.0,717080.0,1.286832
Mory Diaw,GK,Le Havre,fr Ligue 1,32.0,900000,1615542.9,715542.875,1.795047638888889
IvÃ¡n MartÃ­n,MF,Girona,es La Liga,26.0,5000000,5714254.5,714254.5,1.1428509
Cenk Ã–zkacar,DF,KÃ¶ln,de Bundesliga,24.0,4000000,4714082.5,714082.5,1.178520625
Daniel Mosquera,FW,Hellas Verona,it Serie A,25.0,1800000,2513678.0,713678.0,1.3964877777777778
Fabien Centonze,MF,Nantes,fr Ligue 1,29.0,1000000,1709519.9,709519.875,1.709519875
Kingsley Ehizibue,MF,Udinese,it Serie A,30.0,2000000,2695463.8,695463.75,1.347731875
Martin DÃºbravka,GK,Burnley,eng Premier League,36.0,500000,1190728.9,690728.875,2.38145775
Ryan Sessegnon,DF,Fulham,eng Premier League,25.0,22000000,22683732.0,683732.0,1.0310787272727273
Duje Ä†aleta-Car,DF,Real Sociedad,es La Liga,28.0,2800000,3482535.8,682535.75,1.2437627678571428
Ludovic Ajorque,FW,Brest,fr Ligue 1,31.0,3000000,3680248.8,680248.75,1.2267495833333333
Jean-Luc DompÃ©,FW,Hamburger SV,de Bundesliga,29.0,2500000,3177368.8,677368.75,1.2709475
Tete Morente,FW,Lecce,it Serie A,28.0,1800000,2468670.2,668670.25,1.3714834722222222
Yoel Lago,DF,Celta Vigo,es La Liga,21.0,4000000,4665800.0,665800.0,1.16645
Grady Diangana,MF,Elche,es La Liga,27.0,2000000,2664757.0,664757.0,1.3323785
Fernando Calero,DF,Espanyol,es La Liga,29.0,2000000,2663400.2,663400.25,1.331700125
Yeray Ãlvarez,DF,Athletic Club,es La Liga,30.0,900000,1554959.8,654959.75,1.7277330555555555
Stefan Bell,DF,Mainz 05,de Bundesliga,33.0,600000,1247735.1,647735.125,2.0795585416666666
Zachary Athekame,MF,Milan,it Serie A,20.0,15000000,15645096.0,645096.0,1.0430064
MatÃ­as Dituro,GK,Elche,es La Liga,38.0,100000,743664.94,643664.9375,7.436649375
Altay BayÄ±ndÄ±r,GK,Manchester Utd,eng Premier League,27.0,5000000,5641862.0,641862.0,1.1283724
Omar Mascarell,MF,Mallorca,es La Liga,32.0,700000,1338568.4,638568.375,1.9122405357142858
Pedro Bigas,DF,Elche,es La Liga,34.0,300000,936035.44,636035.4375,3.120118125
Federico ViÃ±as,FW,Oviedo,es La Liga,27.0,4000000,4635508.0,635508.0,1.158877
Sacha Boey,DF,Bayern Munich,de Bundesliga,24.0,10000000,10634611.0,634611.0,1.0634611
Justin Bijlow,GK,Genoa,it Serie A,27.0,4000000,4634416.0,634416.0,1.158604
Toni MartÃ­nez,FW,AlavÃ©s,es La Liga,28.0,7500000,8129017.0,629017.0,1.0838689333333333
Sergi Roberto,MF,Como,it Serie A,33.0,1400000,2028893.6,628893.625,1.4492097321428572
Giorgi Abuashvili,MF,Metz,fr Ligue 1,22.0,1000000,1618906.6,618906.625,1.618906625
Janis Blaswich,GK,Leverkusen,de Bundesliga,34.0,700000,1317261.6,617261.625,1.8818023214285715
Silvan Widmer,MF,Mainz 05,de Bundesliga,32.0,800000,1415782.6,615782.625,1.76972828125
Michael Folorunsho,MF,Cagliari,it Serie A,27.0,5000000,5615184.0,615184.0,1.1230368
Marc GuÃ©hi,DF,Manchester City,eng Premier League,25.0,70000000,70614110.0,614112.0,1.0087730285714285
Ãngel OrtÃ­z,DF,Real Betis,es La Liga,21.0,4000000,4613606.0,613606.0,1.1534015
Francisco Sierralta,DF,Auxerre,fr Ligue 1,28.0,1200000,1810739.5,610739.5,1.5089495833333333
Cheikh Niasse,MF,Hellas Verona,it Serie A,25.0,2000000,2609560.0,609560.0,1.30478
Frederic Guilbert,DF,Nantes,fr Ligue 1,30.0,800000,1406931.5,606931.5,1.758664375
Adam MaruÅ¡iÄ‡,DF,Lazio,it Serie A,32.0,2500000,3106566.5,606566.5,1.2426266
Tom Cairney,MF,Fulham,eng Premier League,34.0,500000,1101033.0,601033.0,2.202066
Adam Smith,DF,Bournemouth,eng Premier League,34.0,300000,900035.7,600035.6875,3.000118958333333
Thomas Lemar,MF,Girona,es La Liga,29.0,1800000,2400025.8,600025.75,1.333347638888889
Sebastian Otoa,DF,Genoa,it Serie A,21.0,2500000,3098031.0,598031.0,1.2392124
Florian Neuhaus,MF,Gladbach,de Bundesliga,28.0,2500000,3095692.0,595692.0,1.2382768
Marin PongraÄiÄ‡,DF,Fiorentina,it Serie A,27.0,6500000,7093622.5,593622.5,1.0913265384615385
Maxime Lopez,MF,Paris FC,fr Ligue 1,27.0,5000000,5593324.5,593324.5,1.1186649
Kevin Carlos,FW,Nice,fr Ligue 1,24.0,4000000,4591488.5,591488.5,1.147872125
Phillipp Mwene,MF,Mainz 05,de Bundesliga,31.0,1500000,2090895.4,590895.375,1.39393025
Alieu Fadera,FW,Sassuolo,it Serie A,23.0,4500000,5086964.5,586964.5,1.1304365555555556
Sascha Britschgi,MF,Parma,it Serie A,18.0,10000000,10578694.0,578694.0,1.0578694
Amine Adli,MF,Bournemouth,eng Premier League,25.0,20000000,20576392.0,576392.0,1.0288196
Danny da Costa,DF,Mainz 05,de Bundesliga,32.0,1200000,1772978.8,572978.75,1.4774822916666666
Antoine Bernede,MF,Hellas Verona,it Serie A,26.0,3500000,4069769.5,569769.5,1.1627912857142857
Diego Llorente,DF,Real Betis,es La Liga,31.0,2500000,3065224.8,565224.75,1.2260899
Luka IliÄ‡,MF,Oviedo,es La Liga,26.0,1400000,1964705.2,564705.25,1.4033608928571428
Anthony Rouault,DF,Rennes,fr Ligue 1,24.0,12000000,12563732.0,563732.0,1.0469776666666666
Shuto Machino,FW,Gladbach,de Bundesliga,25.0,4000000,4563501.5,563501.5,1.140875375
Pascal GroÃŸ,MF,Brighton,eng Premier League,34.0,2500000,3062948.2,562948.25,1.2251793
Nathaniel Clyne,MF,Crystal Palace,eng Premier League,34.0,300000,861045.75,561045.75,2.8701525
Rani Khedira,MF,Union Berlin,de Bundesliga,31.0,2000000,2555959.5,555959.5,1.27797975
Enrico Delprato,DF,Parma,it Serie A,25.0,6000000,6555856.5,555856.5,1.09264275
Antonio Vergara,MF,Napoli,it Serie A,22.0,15000000,15549807.0,549807.0,1.0366538
Sergio Camello,FW,Rayo Vallecano,es La Liga,24.0,3000000,3547022.2,547022.25,1.18234075
Willi Orban,DF,RB Leipzig,de Bundesliga,32.0,5000000,5544998.5,544998.5,1.1089997
Lucas Ahijado,DF,Oviedo,es La Liga,30.0,600000,1137010.0,537010.0,1.8950166666666666
AndrÃ¡s SchÃ¤fer,MF,Union Berlin,de Bundesliga,26.0,4500000,5034028.0,534028.0,1.1186728888888888
SalomÃ³n RondÃ³n,FW,Oviedo,es La Liga,35.0,350000,871780.56,521780.5625,2.490801607142857
Ryan Christie,MF,Bournemouth,eng Premier League,30.0,8000000,8517788.0,517788.0,1.0647235
Jeremie Boga,MF,Juventus,it Serie A,28.0,8000000,8514434.0,514434.0,1.06430425
Ibrahima Sissoko,MF,Nantes,fr Ligue 1,27.0,2000000,2513277.8,513277.75,1.256638875
Boubacar TraorÃ©,MF,Metz,fr Ligue 1,23.0,4000000,4511595.5,511595.5,1.127898875
Bouna Sarr,MF,Metz,fr Ligue 1,33.0,350000,858455.56,508455.5625,2.4527301785714286
Patric,MF,Lazio,it Serie A,32.0,1500000,1997013.8,497013.75,1.3313425
Naouirou Ahamada,MF,Auxerre,fr Ligue 1,23.0,3000000,3495772.5,495772.5,1.1652575
Denis Huseinbasic,MF,KÃ¶ln,de Bundesliga,24.0,2000000,2491468.0,491468.0,1.245734
LoÃ¯c Nego,DF,Le Havre,fr Ligue 1,34.0,500000,990692.0,490692.0,1.981384
Dimitri Foulquier,DF,Valencia,es La Liga,32.0,900000,1387035.8,487035.75,1.5411508333333332
Pervis EstupiÃ±Ã¡n,MF,Milan,it Serie A,27.0,12000000,12485925.0,485925.0,1.04049375
Arturo Calabresi,DF,Pisa,it Serie A,29.0,800000,1283885.1,483885.125,1.60485640625
Abdel Abqar,DF,Getafe,es La Liga,26.0,3500000,3980611.0,480611.0,1.1373174285714285
Carlos Dominguez,DF,Celta Vigo,es La Liga,24.0,2000000,2480207.2,480207.25,1.240103625
GrÃ©goire Coudert,GK,Brest,fr Ligue 1,26.0,4000000,4478924.5,478924.5,1.119731125
Stefano Moreo,FW,Pisa,it Serie A,32.0,1200000,1676804.9,476804.875,1.3973373958333333
Allan Nyom,DF,Getafe,es La Liga,37.0,100000,574626.6,474626.625,5.74626625
Emile Smith Rowe,MF,Fulham,eng Premier League,25.0,20000000,20472104.0,472104.0,1.0236052
James Milner,MF,Brighton,eng Premier League,39.0,500000,962842.4,462842.375,1.92568475
Yuri Berchiche,DF,Athletic Club,es La Liga,35.0,1000000,1462738.8,462738.75,1.46273875
Beto,FW,Everton,eng Premier League,27.0,18000000,18459548.0,459548.0,1.0255304444444444
Florian Lejeune,DF,Rayo Vallecano,es La Liga,34.0,1800000,2258801.5,458801.5,1.2548897222222222
Kike Barja,MF,Osasuna,es La Liga,28.0,1500000,1958479.5,458479.5,1.305653
Cedric Zesiger,DF,Augsburg,de Bundesliga,27.0,5000000,5453911.0,453911.0,1.0907822
Koni De Winter,DF,Milan,it Serie A,23.0,23000000,23451424.0,451424.0,1.0196271304347826
John McGinn,MF,Aston Villa,eng Premier League,30.0,13000000,13450949.0,450949.0,1.0346883846153847
Mahamadou Nagida,DF,Rennes,fr Ligue 1,20.0,7000000,7448110.5,448110.5,1.0640157857142858
Josan,MF,Elche,es La Liga,35.0,100000,542352.0,442352.0,5.42352
TimothÃ©e Kolodziejczak,DF,Paris FC,fr Ligue 1,33.0,150000,592025.94,442025.9375,3.9468395833333334
Rassoul Ndiaye,MF,Le Havre,fr Ligue 1,23.0,8000000,8429245.0,429245.0,1.053655625
Connor Metcalfe,MF,St Pauli,de Bundesliga,25.0,1500000,1925477.4,425477.375,1.2836515833333333
Terry Yegbe,DF,Metz,fr Ligue 1,24.0,3000000,3424900.2,424900.25,1.1416334166666666
Elisha Owusu,MF,Auxerre,fr Ligue 1,27.0,4000000,4423388.5,423388.5,1.105847125
Abdou Harroui,MF,Hellas Verona,it Serie A,27.0,1600000,2017588.6,417588.625,1.260992890625
NicolÃ² Zaniolo,FW,Udinese,it Serie A,26.0,15000000,15415032.0,415032.0,1.0276688
Denis SuÃ¡rez,MF,AlavÃ©s,es La Liga,31.0,1000000,1413619.9,413619.875,1.413619875
Jacob Ondrejka,FW,Parma,it Serie A,22.0,5500000,5909683.5,409683.5,1.0744879090909092
Wojciech SzczÄ™sny,GK,Barcelona,es La Liga,35.0,800000,1208467.9,408467.875,1.51058484375
Eray CÃ¶mert,DF,Valencia,es La Liga,27.0,2500000,2907612.0,407612.0,1.1630448
Elvis RexhbeÃ§aj,MF,Augsburg,de Bundesliga,27.0,3500000,3891479.2,391479.25,1.1118512142857142
JoÃ£o Pedro,FW,Chelsea,eng Premier League,23.0,80000000,80388760.0,388760.0,1.0048595
Matz Sels,GK,Nottingham Forest,eng Premier League,33.0,3500000,3886465.0,386465.0,1.1104185714285715
Adrian Beck,MF,Heidenheim,de Bundesliga,28.0,1500000,1886136.8,386136.75,1.2574245
Sambou Soumano,FW,Lorient,fr Ligue 1,24.0,3500000,3884842.0,384842.0,1.1099548571428572
Victor Nelsson,DF,Hellas Verona,it Serie A,26.0,6000000,6381420.5,381420.5,1.0635700833333332
Ayoube Amaimouni Echghouyab,MF,Eintracht Frankfurt,de Bundesliga,20.0,10000000,10381388.0,381388.0,1.0381388
Armindo Sieb,FW,Mainz 05,de Bundesliga,22.0,2500000,2880728.8,380728.75,1.1522915
Carlens Arcus,DF,Angers,fr Ligue 1,29.0,1800000,2177393.2,377393.25,1.2096629166666666
Omar TraorÃ©,DF,Heidenheim,de Bundesliga,27.0,2000000,2373055.8,373055.75,1.186527875
Miro Muheim,MF,Hamburger SV,de Bundesliga,27.0,5000000,5372721.0,372721.0,1.0745442
Jozhua Vertrouwd,DF,Rayo Vallecano,es La Liga,20.0,2000000,2361782.8,361782.75,1.180891375
Pape Demba Diop,MF,Toulouse,fr Ligue 1,21.0,9000000,9360234.0,360234.0,1.040026
Paulo Dybala,MF,Roma,it Serie A,31.0,5000000,5358516.0,358516.0,1.0717032
Nahuel EstÃ©vez,MF,Parma,it Serie A,29.0,1400000,1757568.1,357568.125,1.2554058035714286
Jean-Daniel Akpa-Akpro,MF,Hellas Verona,it Serie A,32.0,500000,856860.6,356860.625,1.71372125
Djibril SidibÃ©,MF,Toulouse,fr Ligue 1,33.0,1000000,1355590.0,355590.0,1.35559
Philip Otele,MF,Hamburger SV,de Bundesliga,26.0,4000000,4347411.5,347411.5,1.086852875
Danel Sinani,MF,St Pauli,de Bundesliga,28.0,3000000,3340945.8,340945.75,1.1136485833333334
Christian Kabasele,DF,Udinese,it Serie A,34.0,750000,1090862.5,340862.5,1.4544833333333334
RubÃ©n GarcÃ­a,MF,Osasuna,es La Liga,32.0,1600000,1940012.9,340012.875,1.212508046875
Davide Zappacosta,MF,Atalanta,it Serie A,33.0,3500000,3839183.0,339183.0,1.0969094285714285
Leonardo Bittencourt,MF,Werder Bremen,de Bundesliga,31.0,900000,1234969.9,334969.875,1.37218875
Sepp van den Berg,DF,Brentford,eng Premier League,23.0,32000000,32331220.0,331220.0,1.010350625
